MOIS,CLIENT_ID,pret_anterieur,compte_commercial,carte_MC,NSF,PH_autre_FI,sphere_epargne,sphere_financement,sphere_transaction,nb_produit,relation_BNC,vol_MC,vol_epargne,vol_financement,vol_transaction,TEF,mono_produit,PH
31Oct2018 0:00:00,00000000944472,0,1,0,0,0,1,1,1,3,10,,99000,643000,3140,3,0,1
30Nov2018 0:00:00,00000000926197,0,1,1,0,1,0,0,1,2,16,18440,,,440,1,0,0
31Mar2018 0:00:00,00000000977472,0,1,1,0,0,0,0,1,1,0,22090,,,2910,1,1,0
31Jan2019 0:00:00,00000000857222,0,1,0,0,0,1,0,1,2,1,,213000,,1400,2,0,0
31Aug2018 0:00:00,00000000561421,0,0,1,0,0,1,0,0,1,3,20610,69000,,,1,1,0
30Nov2018 0:00:00,00000000992556,0,0,0,0,1,1,0,1,2,9,,163000,,2440,2,0,0
28Feb2019 0:00:00,00000000925556,0,1,1,1,0,1,0,1,2,4,15950,82000,,100,2,0,0
31Dec2018 0:00:00,00000000993199,0,0,1,0,0,0,1,1,2,6,16230,,516000,3500,2,0,0
30Nov2018 0:00:00,00000000961172,0,0,0,0,0,1,0,1,2,17,,171000,,2390,2,0,0
31Jan2019 0:00:00,00000000970036,1,0,0,0,0,1,0,1,2,8,,136000,,1430,2,0,0
31Jul2018 0:00:00,00000000945489,0,0,1,0,1,0,0,1,2,12,19970,,,790,1,0,0
30Sep2018 0:00:00,00000000783376,0,0,0,0,1,0,1,1,2,19,,,406000,3700,2,0,0
31May2018 0:00:00,00000000473450,0,0,0,0,1,1,0,1,3,17,,225000,,3260,2,0,0
30Sep2018 0:00:00,00000000660278,0,0,0,0,1,0,0,1,3,17,,,,880,1,0,0
31Jul2018 0:00:00,00000000722023,0,0,1,0,0,0,0,1,1,8,23450,,,1670,1,1,0
31Mar2018 0:00:00,00000000980097,0,0,1,0,1,0,0,1,1,0,14620,,,2450,1,1,0
30Nov2018 0:00:00,00000000909790,0,1,1,1,0,1,0,1,2,2,20540,74000,,1580,2,0,0
31Mar2018 0:00:00,00000000885698,0,1,1,0,0,1,0,0,1,16,21010,126000,,,1,1,0
30Apr2018 0:00:00,00000000931413,0,0,0,0,0,1,0,1,2,11,,183000,,2290,2,0,0
31Mar2019 0:00:00,00000000317416,0,0,0,0,0,1,1,1,3,11,,148000,215000,1520,3,0,0
28Feb2019 0:00:00,00000000923445,0,0,1,0,1,0,0,1,1,7,19580,,,2050,1,1,0
31Jul2018 0:00:00,00000000957967,0,0,1,0,0,1,1,1,3,14,15970,138000,530000,1850,3,0,0
31Oct2018 0:00:00,00000000919988,0,0,1,0,0,0,0,1,1,13,26000,,,1130,1,1,0
31Aug2018 0:00:00,00000000991036,1,0,0,0,0,0,0,1,1,12,,,,1050,1,1,0
31Mar2019 0:00:00,00000000915069,0,1,1,0,0,0,0,0,0,3,21010,,,,0,0,0
31Mar2018 0:00:00,00000000345687,0,1,1,0,0,1,0,1,2,0,22730,224000,,100,2,0,0
30Nov2018 0:00:00,00000000958269,0,0,0,0,0,1,1,1,3,8,,94000,393000,2120,3,0,0
31Oct2018 0:00:00,00000000847389,0,0,0,0,1,0,0,1,1,7,,,,2860,1,1,0
30Apr2018 0:00:00,00000000845822,0,0,1,0,1,0,0,1,1,6,26580,,,2860,1,1,0
30Jun2018 0:00:00,00000000128687,0,0,1,0,0,0,0,1,2,9,20360,,,2190,1,0,0
31May2018 0:00:00,00000000008072,0,0,1,0,0,0,1,1,2,13,20440,,409000,880,2,0,0
30Apr2018 0:00:00,00000000751021,0,1,1,0,0,1,1,1,3,15,16640,62000,485000,1240,3,0,0
28Feb2019 0:00:00,00000000098583,0,0,0,0,1,0,1,1,2,4,,,762000,1480,2,0,0
31Mar2019 0:00:00,00000000950753,0,0,0,0,0,1,0,1,2,2,,170000,,2930,2,0,0
31Oct2018 0:00:00,00000000640533,0,1,0,0,1,0,0,1,2,1,,,,630,1,0,0
31Mar2018 0:00:00,00000000658328,0,0,0,0,0,0,0,1,1,8,,,,2240,1,1,0
31Mar2018 0:00:00,00000000930317,0,1,0,0,1,0,0,1,1,5,,,,3380,1,1,0
30Sep2018 0:00:00,00000000939137,0,1,0,0,1,0,0,1,1,14,,,,590,1,1,0
31Mar2019 0:00:00,00000000618359,0,0,0,0,1,0,0,1,1,8,,,,1450,1,1,0
30Nov2018 0:00:00,00000000786086,0,0,0,0,0,0,0,1,1,2,,,,3290,1,1,0
30Nov2018 0:00:00,00000000671881,0,0,1,0,1,0,0,1,1,5,22660,,,2270,1,1,0
30Sep2018 0:00:00,00000000989276,0,0,1,0,1,0,0,1,1,10,18810,,,2400,1,1,0
30Jun2018 0:00:00,00000000900436,0,0,0,0,1,0,0,1,3,13,,,,1480,1,0,0
31Oct2018 0:00:00,00000000935447,0,1,1,0,1,0,0,1,1,10,15900,,,1280,1,1,0
28Feb2019 0:00:00,00000000899722,0,1,0,0,0,0,0,1,1,14,,,,1480,1,1,0
31Jan2019 0:00:00,00000000792839,0,0,1,0,1,0,1,0,1,12,28650,,617000,,1,1,0
30Sep2018 0:00:00,00000000721144,0,0,0,0,0,1,0,1,4,13,,229000,,2130,2,0,0
31Mar2019 0:00:00,00000000761189,0,0,1,0,1,1,0,1,2,7,17150,213000,,3180,2,0,0
30Nov2018 0:00:00,00000000927352,0,1,1,0,0,0,0,1,1,9,26700,,,2370,1,1,0
31Aug2018 0:00:00,00000000992268,0,0,0,1,0,0,0,1,1,10,,,,2300,1,1,0
31Oct2018 0:00:00,00000000822486,0,0,1,0,1,1,0,1,3,3,19740,194000,,3510,2,0,0
31Mar2019 0:00:00,00000000736594,0,0,0,0,1,1,1,1,3,9,,165000,370000,2370,3,0,1
31Jan2019 0:00:00,00000000844397,1,1,0,0,0,1,1,1,3,7,,163000,474000,1080,3,0,1
30Nov2018 0:00:00,00000000752537,0,0,0,0,0,1,0,1,2,10,,155000,,1010,2,0,0
30Jun2018 0:00:00,00000000847684,0,0,1,0,0,0,0,1,1,1,16180,,,1560,1,1,0
31Jan2019 0:00:00,00000000624297,1,0,0,0,0,0,0,0,0,13,,,,,0,0,0
31Jul2018 0:00:00,00000000960656,0,1,0,0,0,0,1,1,2,23,,,621000,1850,2,0,0
31Aug2018 0:00:00,00000000937406,0,0,0,0,0,1,0,1,2,11,,99000,,2690,2,0,0
31Dec2018 0:00:00,00000000887809,0,0,1,0,0,0,0,1,1,6,18450,,,1480,1,1,0
30Jun2018 0:00:00,00000000661202,0,0,0,0,1,0,0,1,1,8,,,,4080,1,1,0
31May2018 0:00:00,00000000985106,0,0,0,0,1,0,0,1,1,3,,,,420,1,1,0
31Jan2019 0:00:00,00000000108783,0,0,1,0,0,1,1,1,3,16,26190,165000,424000,2020,3,0,0
31Aug2018 0:00:00,00000000642297,0,0,1,0,1,0,0,1,2,126,13150,,,2670,1,0,0
31Jul2018 0:00:00,00000000423097,0,1,1,0,1,1,0,1,2,5,21780,175000,,1820,2,0,0
31Aug2018 0:00:00,00000000940370,0,1,0,0,0,0,0,1,1,23,,,,2230,1,1,0
30Jun2018 0:00:00,00000000962690,0,0,1,0,0,0,0,1,1,17,23500,,,2380,1,1,0
31Mar2019 0:00:00,00000000942590,0,0,1,0,1,0,0,1,1,12,18620,,,100,1,1,0
31May2018 0:00:00,00000000129050,1,0,1,0,0,0,0,1,1,13,13520,,,1950,1,1,1
31Jul2018 0:00:00,00000000564084,0,0,0,0,0,0,0,1,2,9,,,,1350,1,0,0
31Mar2019 0:00:00,00000000610637,0,0,1,0,0,0,1,1,2,11,21090,,649000,3220,2,0,0
30Sep2018 0:00:00,00000000940138,0,0,1,0,0,1,0,1,2,13,24340,112000,,2000,2,0,0
31Mar2019 0:00:00,00000000777387,0,0,0,0,0,0,0,1,1,18,,,,1690,1,1,0
31May2018 0:00:00,00000000607355,0,0,1,0,0,0,0,1,4,0,9360,,,4150,1,0,0
31Mar2018 0:00:00,00000000837339,0,0,0,0,0,0,0,1,2,11,,,,3110,1,0,0
30Jun2018 0:00:00,00000000484620,0,0,1,0,0,0,0,1,1,5,18770,,,680,1,1,1
30Apr2018 0:00:00,00000000943554,0,1,1,0,0,0,0,1,1,6,19990,,,3720,1,1,0
28Feb2019 0:00:00,00000000068692,0,0,0,0,0,1,0,1,2,13,,120000,,1360,2,0,0
31Aug2018 0:00:00,00000000807876,0,0,0,0,1,0,0,1,1,9,,,,1920,1,1,0
30Jun2018 0:00:00,00000000011652,0,1,0,0,0,0,0,1,1,9,,,,1820,1,1,0
31Jan2019 0:00:00,00000000759884,0,0,0,0,1,0,0,1,1,13,,,,2270,1,1,0
31Aug2018 0:00:00,00000000654269,0,1,1,0,1,0,0,1,2,9,23370,,,1860,1,0,0
28Feb2019 0:00:00,00000000063945,0,0,1,0,0,0,0,1,1,16,26060,,,1770,1,1,0
28Feb2019 0:00:00,00000000965108,0,0,1,0,0,1,1,1,3,5,21610,222000,791000,1280,3,0,0
31May2018 0:00:00,00000000888322,0,1,0,0,0,0,1,1,2,13,,,626000,1750,2,0,0
31Mar2019 0:00:00,00000000053503,0,0,0,0,1,1,0,1,2,9,,217000,,2430,2,0,0
31Mar2019 0:00:00,00000000980565,0,0,0,0,0,1,1,1,3,6,,228000,484000,1180,3,0,0
30Jun2018 0:00:00,00000000942274,0,0,1,0,0,0,0,1,1,18,16030,,,2090,1,1,0
31Aug2018 0:00:00,00000000763539,0,0,0,0,1,0,0,1,1,7,,,,1420,1,1,1
31Aug2018 0:00:00,00000000778506,0,1,1,0,0,0,0,1,1,7,22030,,,1580,1,1,0
31Jul2018 0:00:00,00000000475034,0,0,1,0,1,1,0,1,2,13,20600,99000,,2580,2,0,0
31Mar2019 0:00:00,00000000766456,1,0,1,0,0,0,0,1,1,12,15880,,,1430,1,1,0
31Jan2019 0:00:00,00000000975774,0,0,0,0,0,1,0,1,2,8,,77000,,1260,2,0,0
31Jul2018 0:00:00,00000000807096,0,0,1,0,0,0,0,1,1,5,25620,,,2510,1,1,0
31Oct2018 0:00:00,00000000944736,0,1,0,0,0,0,0,1,1,12,,,,770,1,1,0
31Jan2019 0:00:00,00000000505570,0,1,0,0,0,0,0,1,1,4,,,,2540,1,1,0
30Jun2018 0:00:00,00000000718498,0,1,0,0,0,0,1,1,2,15,,,709000,4250,2,0,0
30Nov2018 0:00:00,00000000862862,0,1,0,0,0,0,1,1,2,4,,,708000,3410,2,0,0
31Mar2018 0:00:00,00000000873241,0,1,0,1,0,0,1,1,2,14,,,349000,1990,2,0,0
31Jan2019 0:00:00,00000000941985,0,0,0,0,1,0,1,1,2,7,,,507000,1790,2,0,0
31Dec2018 0:00:00,00000000956472,0,0,0,0,0,1,1,1,3,18,,153000,436000,1090,3,0,1
30Sep2018 0:00:00,00000000163991,0,1,1,0,0,0,1,1,2,17,24590,,529000,3200,2,0,1
31Jan2019 0:00:00,00000000306782,0,1,1,0,0,0,0,1,1,13,19780,,,2960,1,1,0
31Aug2018 0:00:00,00000000925346,0,1,0,0,1,1,0,1,2,10,,166000,,1270,2,0,0
31Mar2019 0:00:00,00000000973253,0,0,1,0,0,1,0,1,2,12,24400,171000,,4250,2,0,0
30Sep2018 0:00:00,00000000888661,1,0,0,1,0,1,1,1,3,10,,73000,318000,15180,3,0,0
30Apr2018 0:00:00,00000000885542,0,0,0,1,1,0,1,1,2,4,,,464000,2480,2,0,0
31Mar2019 0:00:00,00000000137657,0,0,0,0,0,1,0,1,3,17,,245000,,3470,2,0,0
30Apr2018 0:00:00,00000000232101,0,0,0,0,0,0,1,1,2,1,,,248000,3560,2,0,0
30Apr2018 0:00:00,00000000945719,0,1,0,0,0,0,0,1,1,4,,,,930,1,1,0
30Jun2018 0:00:00,00000000925024,0,0,0,0,1,0,0,1,1,10,,,,2580,1,1,0
30Sep2018 0:00:00,00000000358727,0,0,0,0,1,0,0,1,1,8,,,,1170,1,1,0
30Jun2018 0:00:00,00000000989996,0,1,0,0,0,0,0,1,2,9,,,,1230,1,0,1
31May2018 0:00:00,00000000467781,0,0,1,0,0,0,0,1,2,7,19190,,,2330,1,0,0
31Oct2018 0:00:00,00000000587677,0,1,0,0,0,0,0,1,1,15,,,,1330,1,1,0
31Aug2018 0:00:00,00000000866778,0,0,0,0,0,0,0,1,1,8,,,,3820,1,1,0
31Jul2018 0:00:00,00000000831817,0,0,0,0,0,0,0,1,1,15,,,,1030,1,1,0
31Mar2018 0:00:00,00000000782222,0,1,0,0,0,1,0,1,2,20,,231000,,2210,2,0,0
31Mar2019 0:00:00,00000000701289,0,0,1,0,0,1,0,1,3,5,25700,147000,,880,2,0,0
30Jun2018 0:00:00,00000000389638,0,0,1,0,1,0,1,1,4,13,21520,,420000,400,2,0,0
31Jan2019 0:00:00,00000000991452,0,1,0,0,0,0,0,1,1,1,,,,1800,1,1,0
30Jun2018 0:00:00,00000000071686,1,1,0,0,1,0,0,1,2,15,,,,3390,1,0,0
31Jul2018 0:00:00,00000000871576,1,0,1,0,1,0,0,1,2,7,20480,,,2030,1,0,0
31Dec2018 0:00:00,00000000686691,0,0,1,0,0,1,0,1,2,4,19160,230000,,2030,2,0,0
31Oct2018 0:00:00,00000000749869,0,1,0,0,0,0,0,1,1,16,,,,2340,1,1,0
30Nov2018 0:00:00,00000000809102,0,1,0,0,1,1,0,1,2,8,,41000,,1830,2,0,0
31Jul2018 0:00:00,00000000990908,0,1,1,0,0,0,1,1,2,15,18450,,392000,2750,2,0,0
31Mar2019 0:00:00,00000000988210,0,0,1,0,0,1,0,1,2,7,16700,211000,,3170,2,0,0
31Oct2018 0:00:00,00000000729428,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0
30Apr2018 0:00:00,00000000859626,0,0,0,0,1,1,0,1,2,1,,160000,,3550,2,0,0
31Aug2018 0:00:00,00000000889931,0,1,0,1,0,1,0,1,2,7,,181000,,830,2,0,0
31Jul2018 0:00:00,00000000943253,0,0,0,1,0,0,0,1,1,7,,,,1340,1,1,0
30Sep2018 0:00:00,00000000968671,0,0,0,0,0,1,0,1,2,11,,99000,,2060,2,0,0
31May2018 0:00:00,00000000154683,0,1,1,0,0,1,0,0,1,14,18600,142000,,,1,1,0
31Oct2018 0:00:00,00000000969338,0,0,1,0,1,0,0,1,1,5,17400,,,750,1,1,0
31Mar2019 0:00:00,00000000930959,0,0,0,0,0,0,0,1,1,10,,,,2670,1,1,0
30Sep2018 0:00:00,00000000809620,0,0,0,0,0,0,0,1,1,12,,,,2250,1,1,0
28Feb2019 0:00:00,00000000925441,0,1,0,0,0,0,0,1,1,7,,,,1240,1,1,0
30Jun2018 0:00:00,00000000857188,0,0,0,0,1,0,0,1,1,1,,,,1430,1,1,0
30Apr2018 0:00:00,00000000762370,0,0,0,0,0,1,0,1,2,10,,168000,,1530,2,0,0
30Sep2018 0:00:00,00000000924616,0,1,0,0,1,1,0,1,2,8,,95000,,860,2,0,0
30Nov2018 0:00:00,00000000978595,0,0,0,0,1,0,0,1,1,4,,,,1570,1,1,0
31Oct2018 0:00:00,00000000962886,0,0,0,0,0,0,0,1,2,5,,,,2510,1,0,0
31Mar2019 0:00:00,00000000870096,0,0,1,0,0,0,0,1,1,4,22560,,,2190,1,1,0
31Mar2018 0:00:00,00000000512676,0,0,0,0,1,0,0,1,1,11,,,,2380,1,1,0
31Mar2019 0:00:00,00000000693768,9,1,1,0,1,0,0,1,1,11,26570,,,1340,1,1,0
31Oct2018 0:00:00,00000000916445,0,0,0,0,1,1,0,1,4,20,,144000,,1740,2,0,0
31Oct2018 0:00:00,00000000890728,0,0,1,0,0,0,1,1,2,0,20540,,356000,1300,2,0,0
31Jul2018 0:00:00,00000000819792,0,0,0,0,1,1,1,1,3,8,,107000,697000,930,3,0,0
31Jul2018 0:00:00,00000000943560,0,0,1,0,0,0,0,1,1,13,10860,,,2540,1,1,1
31Jan2019 0:00:00,00000000777613,0,0,0,0,0,0,1,1,2,4,,,548000,870,2,0,0
28Feb2019 0:00:00,00000000901508,0,0,1,0,0,0,0,1,1,5,15380,,,3120,1,1,0
31Oct2018 0:00:00,00000000812524,0,0,0,0,1,1,0,1,2,11,,264000,,100,2,0,1
31Oct2018 0:00:00,00000000534926,0,0,0,0,0,1,1,1,3,13,,159000,579000,1530,3,0,0
31May2018 0:00:00,00000000967692,0,0,0,0,1,0,1,1,2,13,,,550000,100,2,0,0
31Dec2018 0:00:00,00000000790391,0,0,0,0,0,0,1,1,2,12,,,356000,2030,2,0,0
30Jun2018 0:00:00,00000000453088,0,0,1,0,1,1,1,1,4,16,20280,165000,480000,1260,3,0,0
30Sep2018 0:00:00,00000000958893,0,0,0,0,0,0,0,1,1,0,,,,1810,1,1,0
31May2018 0:00:00,00000000961070,0,1,1,0,1,1,1,1,3,17,20970,210000,560000,1870,3,0,1
31Jul2018 0:00:00,00000000768862,0,0,0,0,0,1,1,1,3,4,,186000,396000,940,3,0,0
31Jan2019 0:00:00,00000000830462,0,1,1,0,1,0,0,1,1,6,25100,,,3340,1,1,0
31Aug2018 0:00:00,00000000689285,0,0,1,0,1,1,1,1,3,12,22530,167000,269000,1770,3,0,0
31Jul2018 0:00:00,00000000846779,0,0,1,0,0,1,0,1,2,7,20270,133000,,3220,2,0,0
31Mar2018 0:00:00,00000000960999,0,0,0,0,0,0,0,1,1,4,,,,1760,1,1,0
31Oct2018 0:00:00,00000000966993,1,0,1,0,0,0,1,1,3,9,16260,,540000,570,2,0,0
31Mar2019 0:00:00,00000000861505,0,1,0,0,0,1,0,1,2,7,,208000,,4070,2,0,0
30Apr2018 0:00:00,00000000941841,0,0,1,0,0,0,0,1,1,11,19180,,,2590,1,1,0
31May2018 0:00:00,00000000905674,0,0,0,0,0,0,0,1,1,2,,,,2810,1,1,0
31May2018 0:00:00,00000000941290,0,0,1,0,1,0,0,1,1,9,19090,,,1640,1,1,0
30Nov2018 0:00:00,00000000927359,0,1,0,0,0,0,0,1,1,0,,,,810,1,1,0
30Nov2018 0:00:00,00000000414185,0,0,0,0,0,1,1,1,3,13,,122000,573000,130,3,0,0
31Jan2019 0:00:00,00000000953757,0,0,0,0,0,1,0,1,2,10,,149000,,3700,2,0,0
28Feb2019 0:00:00,00000000853634,0,0,0,0,1,1,1,1,3,0,,116000,4908000,1810,3,0,0
31Jul2018 0:00:00,00000000902419,0,0,0,0,0,0,0,1,2,9,,,,100,1,0,0
30Apr2018 0:00:00,00000000746084,0,0,0,0,1,0,0,1,3,16,,,,4460,1,0,0
31May2018 0:00:00,00000000953159,0,0,1,0,0,0,1,1,2,17,18540,,565000,920,2,0,0
31Jan2019 0:00:00,00000000006909,0,0,0,0,0,0,0,1,1,13,,,,4070,1,1,0
30Jun2018 0:00:00,00000000920817,0,0,0,0,0,0,0,1,1,5,,,,1320,1,1,0
30Sep2018 0:00:00,00000000298539,0,0,1,0,0,0,0,1,1,6,19480,,,1440,1,1,0
31Mar2018 0:00:00,00000000867810,0,0,0,0,0,1,1,1,3,11,,108000,585000,1880,3,0,1
31Mar2018 0:00:00,00000000954290,0,0,0,0,0,1,0,1,2,17,,132000,,850,2,0,0
31Jan2019 0:00:00,00000000926152,0,0,1,0,0,0,0,1,1,7,17220,,,2250,1,1,0
31Mar2018 0:00:00,00000000000889,1,1,0,0,0,0,0,1,1,16,,,,2390,1,1,1
31May2018 0:00:00,00000000861358,0,1,0,0,0,0,0,1,1,9,,,,2580,1,1,0
31Mar2018 0:00:00,00000000803513,0,0,1,0,0,0,0,1,1,16,18330,,,2150,1,1,0
28Feb2019 0:00:00,00000000962252,0,1,0,0,0,0,1,1,2,2,,,503000,1700,2,0,0
31Jan2019 0:00:00,00000000941582,0,1,1,1,1,0,1,1,2,9,15170,,362000,2230,2,0,0
31Jan2019 0:00:00,00000000957333,0,0,0,0,0,1,0,1,3,19,,198000,,680,2,0,0
31May2018 0:00:00,00000000813217,0,0,1,0,1,0,0,1,1,17,18770,,,3010,1,1,0
30Nov2018 0:00:00,00000000364248,0,0,1,0,0,1,0,1,2,13,19160,113000,,900,2,0,0
31Aug2018 0:00:00,00000000974564,0,0,0,0,0,0,0,1,1,11,,,,3090,1,1,0
31Oct2018 0:00:00,00000000120834,0,0,1,0,1,1,1,1,3,16,21220,165000,437000,1750,3,0,1
31May2018 0:00:00,00000000939498,0,1,1,0,0,1,0,1,2,8,20300,137000,,3740,2,0,0
30Nov2018 0:00:00,00000000832961,0,1,0,0,0,0,1,1,2,13,,,533000,1730,2,0,1
31Dec2018 0:00:00,00000000769025,0,0,1,0,0,1,0,1,2,13,20240,156000,,1920,2,0,0
31May2018 0:00:00,00000000873923,0,0,1,0,0,1,0,1,2,7,20280,171000,,1380,2,0,0
30Apr2018 0:00:00,00000000833236,1,0,0,0,0,0,0,1,1,13,,,,1960,1,1,0
30Nov2018 0:00:00,00000000985449,0,1,0,0,0,0,0,1,1,18,,,,1750,1,1,0
31Dec2018 0:00:00,00000000118157,0,0,1,1,0,0,0,1,1,2,15700,,,100,1,1,0
28Feb2019 0:00:00,00000000973037,0,0,1,0,0,0,0,1,1,3,25530,,,3280,1,1,0
30Sep2018 0:00:00,00000000975539,0,0,1,0,0,1,0,1,2,13,16550,156000,,1260,2,0,0
31Aug2018 0:00:00,00000000856488,0,0,0,0,0,0,1,1,2,8,,,703000,100,2,0,0
31Mar2019 0:00:00,00000000914604,0,0,0,0,0,0,0,1,1,14,,,,3560,1,1,0
30Nov2018 0:00:00,00000000929957,0,0,1,0,1,0,1,1,2,11,21040,,706000,100,2,0,0
30Nov2018 0:00:00,00000000986569,0,0,0,0,0,0,0,1,1,8,,,,1240,1,1,0
28Feb2019 0:00:00,00000000947791,0,0,0,0,0,0,1,1,2,17,,,390000,980,2,0,0
31Mar2018 0:00:00,00000000564918,1,0,0,0,0,0,0,1,4,10,,,,1630,1,0,0
31Jan2019 0:00:00,00000000950546,0,0,0,0,0,0,0,1,1,7,,,,640,1,1,0
30Apr2018 0:00:00,00000000854281,0,0,0,0,0,0,1,1,2,6,,,849000,2400,2,0,0
28Feb2019 0:00:00,00000000976244,0,0,1,0,0,0,1,1,2,23,16810,,513000,2710,2,0,1
31May2018 0:00:00,00000000790873,0,0,0,0,0,1,0,0,1,8,,146000,,,1,1,0
31Aug2018 0:00:00,00000000753173,0,0,0,0,0,0,1,1,2,15,,,511000,2510,2,0,0
31Mar2019 0:00:00,00000000467068,0,0,0,0,0,1,0,0,1,15,,129000,,,1,1,0
30Nov2018 0:00:00,00000000949239,0,0,1,0,1,0,1,1,2,14,24460,,495000,100,2,0,0
30Jun2018 0:00:00,00000000955163,0,0,1,0,0,0,0,1,3,13,16750,,,1440,1,0,0
31May2018 0:00:00,00000000969923,0,0,0,0,0,0,0,1,1,17,,,,3060,1,1,0
31Mar2018 0:00:00,00000000813773,0,1,1,0,0,1,0,1,3,9,18780,148000,,1890,2,0,0
31Jan2019 0:00:00,00000000880772,0,0,0,1,1,1,0,1,4,4,,47000,,1620,2,0,0
31Jan2019 0:00:00,00000000686182,1,0,0,0,0,0,0,1,1,10,,,,270,1,1,0
30Apr2018 0:00:00,00000000690134,0,1,0,0,0,0,0,1,1,16,,,,3050,1,1,0
30Apr2018 0:00:00,00000000103143,0,0,0,0,1,1,0,1,2,6,,106000,,1660,2,0,0
31Dec2018 0:00:00,00000000779113,0,1,0,0,0,1,0,1,2,7,,194000,,2540,2,0,0
30Nov2018 0:00:00,00000000501828,0,0,0,0,0,1,0,1,2,15,,175000,,2380,2,0,0
31May2018 0:00:00,00000000523433,0,0,1,0,1,0,0,1,1,3,21260,,,210,1,1,0
31Jul2018 0:00:00,00000000913509,0,1,1,0,0,0,0,1,2,14,23850,,,900,1,0,0
31Mar2018 0:00:00,00000000748897,0,0,0,0,0,0,1,1,3,8,,,650000,1770,2,0,0
31Dec2018 0:00:00,00000000888560,0,0,0,0,1,1,1,0,2,15,,198000,365000,,2,0,0
31Jan2019 0:00:00,00000000965570,0,0,0,0,0,1,0,1,2,9,,242000,,860,2,0,0
30Jun2018 0:00:00,00000000155737,0,0,0,0,0,1,1,0,2,17,,183000,488000,,2,0,0
31Aug2018 0:00:00,00000000922254,0,0,0,0,0,0,0,1,1,4,,,,750,1,1,0
31Jul2018 0:00:00,00000000676077,1,1,0,0,0,1,0,1,2,17,,113000,,2030,2,0,0
31Dec2018 0:00:00,00000000944768,0,1,0,0,1,1,1,1,3,12,,126000,434000,1180,3,0,0
31Dec2018 0:00:00,00000000819929,0,0,0,0,0,0,0,1,3,15,,,,2080,1,0,0
31Aug2018 0:00:00,00000000922058,0,1,0,0,1,0,0,1,4,4,,,,2090,1,0,0
31Jul2018 0:00:00,00000000965760,0,0,0,1,1,1,0,1,2,15,,111000,,1030,2,0,1
30Jun2018 0:00:00,00000000929813,0,0,0,0,0,0,0,1,3,13,,,,2760,1,0,0
30Jun2018 0:00:00,00000000579341,1,0,0,1,1,0,1,1,2,13,,,516000,3380,2,0,0
30Sep2018 0:00:00,00000000959963,0,0,0,0,0,0,0,1,1,7,,,,3200,1,1,0
31Mar2018 0:00:00,00000000788359,0,0,1,0,0,0,1,1,2,2,28420,,563000,100,2,0,0
30Apr2018 0:00:00,00000000505205,0,0,0,0,0,0,0,0,0,13,,,,,0,0,0
30Nov2018 0:00:00,00000000398748,0,0,1,0,0,1,0,1,2,15,20860,155000,,1690,2,0,0
31Mar2018 0:00:00,00000000914392,0,0,0,0,0,0,1,1,2,10,,,419000,1440,2,0,0
30Nov2018 0:00:00,00000000857974,0,0,0,0,0,0,1,1,2,12,,,620000,1500,2,0,0
30Sep2018 0:00:00,00000000926924,0,0,0,0,0,0,0,1,1,15,,,,2590,1,1,0
30Nov2018 0:00:00,00000000419846,0,0,1,0,1,0,0,1,1,11,19190,,,1490,1,1,0
28Feb2019 0:00:00,00000000010496,0,1,0,0,0,0,1,1,2,6,,,284000,3930,2,0,1
28Feb2019 0:00:00,00000000652288,0,0,0,0,0,0,1,1,2,14,,,426000,3290,2,0,0
31Oct2018 0:00:00,00000000627609,0,0,1,0,1,0,1,1,2,16,18930,,429000,1530,2,0,0
30Jun2018 0:00:00,00000000742897,0,0,0,0,0,1,1,1,3,11,,110000,535000,1580,3,0,0
30Sep2018 0:00:00,00000000828661,0,0,0,0,1,1,0,1,2,21,,188000,,2300,2,0,0
31Mar2019 0:00:00,00000000068573,0,0,0,0,0,1,0,1,2,14,,194000,,2720,2,0,0
31Jul2018 0:00:00,00000000995705,0,0,0,0,1,0,0,1,1,9,,,,2410,1,1,0
31Oct2018 0:00:00,00000000486047,0,1,0,0,0,0,0,1,1,6,,,,3210,1,1,0
31Dec2018 0:00:00,00000000853042,0,0,1,0,0,0,0,1,1,7,16600,,,1090,1,1,0
30Sep2018 0:00:00,00000000924867,0,1,0,0,1,0,1,1,2,18,,,303000,1840,2,0,0
30Sep2018 0:00:00,00000000663078,1,0,1,0,0,0,0,1,1,8,18890,,,2390,1,1,0
30Nov2018 0:00:00,00000000405605,0,0,1,0,0,0,0,1,3,15,24500,,,430,1,0,0
31May2018 0:00:00,00000000854407,0,1,0,0,1,1,0,1,2,0,,95000,,910,2,0,0
31Mar2019 0:00:00,00000000156766,0,1,1,1,1,1,1,1,3,11,21880,86000,445000,3200,3,0,0
30Sep2018 0:00:00,00000000082372,0,0,1,1,0,0,0,1,1,12,23080,,,1860,1,1,0
31Mar2019 0:00:00,00000000979684,0,0,1,0,0,0,0,1,1,6,19130,,,2710,1,1,0
28Feb2019 0:00:00,00000000970775,0,1,0,0,1,0,0,1,2,7,,,,1290,1,0,0
30Sep2018 0:00:00,00000000971082,0,1,1,0,1,0,0,1,1,11,19230,,,1350,1,1,0
31Aug2018 0:00:00,00000000910986,0,1,0,0,0,0,0,1,1,6,,,,2650,1,1,0
