MOIS,CLIENT_ID,homme,courriel,Langue_Francais,naissance,logement,profession,nb_enfant,ville,education,age,revenu,revenu_foyer
30Apr2018 0:00:00,00000000901824,1,1,0,0,0,1,0,5,1,77,82000,246000
30Sep2018 0:00:00,00000000716805,0,1,0,0,0,2,0,2,3,79,80000,142000
30Jun2018 0:00:00,00000000069734,0,1,1,0,0,3,0,1,1,71,70000,118000
31Mar2018 0:00:00,00000000983294,1,1,1,0,0,2,0,5,5,23,61000,118000
30Sep2018 0:00:00,00000000589671,1,1,0,0,0,4,0,1,5,30,25000,25000
31Mar2019 0:00:00,00000000973428,0,1,1,0,1,3,0,4,1,28,89000,191000
30Nov2018 0:00:00,00000000315943,0,1,0,0,0,3,0,5,1,46,91000,91000
31Mar2019 0:00:00,00000000988210,1,1,1,0,0,3,0,6,5,41,77000,149000
28Feb2019 0:00:00,00000000918121,1,0,1,0,1,1,0,6,4,51,69000,192000
31Aug2018 0:00:00,00000000773348,1,1,1,0,1,3,0,5,1,54,25000,29000
31Mar2019 0:00:00,00000000992855,1,1,0,0,1,2,2,5,4,27,31000,64000
30Nov2018 0:00:00,00000000823299,0,1,1,0,0,3,2,1,2,34,57000,117000
28Feb2019 0:00:00,00000000630868,0,1,1,1,1,4,2,5,4,32,109000,256000
31Mar2018 0:00:00,00000000140939,0,1,1,0,1,2,0,5,1,24,71000,165000
30Sep2018 0:00:00,00000000912700,1,0,1,0,1,5,1,6,1,57,52000,52000
28Feb2019 0:00:00,00000000394424,1,1,1,1,0,6,6,5,1,52,35000,87000
31Dec2018 0:00:00,00000000539386,0,1,1,0,1,4,0,6,1,47,49000,237000
30Jun2018 0:00:00,00000000975109,1,1,1,0,1,4,1,5,1,59,55000,224000
31Dec2018 0:00:00,00000000072644,0,1,1,0,0,4,3,6,1,61,59000,68000
30Apr2018 0:00:00,00000000954184,1,0,1,0,0,3,0,5,4,24,56000,56000
31Jan2019 0:00:00,00000000862315,1,1,1,0,0,1,4,6,4,48,44000,44000
30Nov2018 0:00:00,00000000776255,1,1,1,0,0,1,0,1,1,60,51000,95000
30Apr2018 0:00:00,00000000689383,1,1,1,0,0,2,0,6,1,54,63000,63000
31Dec2018 0:00:00,00000000943456,0,1,0,0,0,2,0,2,2,71,42000,229000
31May2018 0:00:00,00000000887747,0,1,0,0,0,2,0,6,5,59,32000,32000
31Mar2019 0:00:00,00000000803431,1,1,1,0,0,1,0,6,1,38,49000,79000
31Mar2019 0:00:00,00000000751636,0,1,1,0,1,2,0,5,3,27,62000,240000
31Mar2018 0:00:00,00000000986825,1,1,0,0,1,5,0,5,1,57,51000,51000
31May2018 0:00:00,00000000956551,1,1,0,1,0,2,3,1,1,40,79000,102000
30Apr2018 0:00:00,00000000232153,1,0,1,0,0,3,3,1,5,59,67000,121000
31May2018 0:00:00,00000000937620,1,0,1,0,0,6,0,1,4,25,83000,83000
31Jan2019 0:00:00,00000000831153,1,1,1,1,1,6,4,5,3,48,87000,215000
31Dec2018 0:00:00,00000000710548,1,1,0,0,0,2,3,1,3,76,33000,120000
31Mar2019 0:00:00,00000000754982,0,0,0,0,0,6,0,4,4,55,61000,112000
31Mar2018 0:00:00,00000000452179,1,1,1,0,0,5,0,1,1,30,59000,59000
31Mar2018 0:00:00,00000000976640,0,1,1,1,0,6,2,6,1,68,48000,90000
31Oct2018 0:00:00,00000000711841,0,1,1,0,0,6,1,1,2,62,44000,44000
31Jul2018 0:00:00,00000000990537,1,1,0,1,0,6,2,3,2,213,69000,69000
31Dec2018 0:00:00,00000000948036,0,1,0,0,0,2,0,6,2,77,35000,35000
30Apr2018 0:00:00,00000000741871,1,1,1,0,0,2,1,6,5,66,57000,77000
31Oct2018 0:00:00,00000000970663,1,0,1,1,0,1,2,4,4,54,72000,310000
31Mar2018 0:00:00,00000000846898,1,1,0,0,1,2,0,2,4,47,88000,88000
30Nov2018 0:00:00,00000000026752,1,1,1,1,0,2,4,4,2,41,71000,71000
31Mar2018 0:00:00,00000000848738,1,1,1,0,1,3,5,4,1,999,41000,41000
31Jan2019 0:00:00,00000000308240,0,1,1,0,0,1,0,3,5,44,75000,75000
31Mar2018 0:00:00,00000000914392,0,0,0,0,0,3,0,5,5,31,75000,158000
31May2018 0:00:00,00000000860812,1,1,0,1,0,6,2,6,1,60,30000,30000
31Oct2018 0:00:00,00000000813089,1,0,1,0,1,2,2,6,2,26,82000,82000
30Apr2018 0:00:00,00000000904991,1,1,1,0,0,3,0,6,1,57,86000,206000
31Jan2019 0:00:00,00000000907736,1,1,1,0,1,2,0,1,1,63,73000,260000
30Jun2018 0:00:00,00000000936317,1,1,0,1,0,6,4,6,2,54,99000,147000
31Aug2018 0:00:00,00000000978461,1,0,0,1,0,2,2,6,4,75,67000,206000
31May2018 0:00:00,00000000331918,0,1,1,0,0,6,0,6,3,76,66000,258000
31Oct2018 0:00:00,00000000938955,0,0,1,0,1,1,2,6,2,71,67000,196000
31May2018 0:00:00,00000000164467,0,1,0,0,0,2,3,1,4,60,58000,166000
30Sep2018 0:00:00,00000000874238,0,1,1,0,0,2,0,4,4,43,87000,87000
31Mar2019 0:00:00,00000000777780,0,0,1,1,0,3,3,5,4,52,47000,55000
31Dec2018 0:00:00,00000000292279,0,1,0,1,1,2,3,6,1,31,56000,235000
30Apr2018 0:00:00,00000000802446,1,1,0,0,1,1,0,6,1,75,39000,39000
31Jan2019 0:00:00,00000000745941,1,1,1,0,0,6,0,4,4,43,39000,97000
31Jan2019 0:00:00,00000000994140,1,0,0,0,0,5,0,5,1,31,33000,37000
31Jul2018 0:00:00,00000000994714,1,1,0,0,1,1,0,6,1,63,57000,165000
30Sep2018 0:00:00,00000000654690,1,0,0,0,0,3,0,5,1,79,49000,95000
31Mar2019 0:00:00,00000000842551,1,0,1,0,0,1,0,6,3,83,50000,236000
30Apr2018 0:00:00,00000000983394,0,0,1,0,0,2,0,1,3,67,82000,82000
31Jan2019 0:00:00,00000000768721,1,1,1,0,0,2,0,6,4,54,84000,84000
31May2018 0:00:00,00000000773791,1,1,1,0,0,2,4,6,2,44,76000,261000
30Jun2018 0:00:00,00000000853364,1,1,1,1,0,4,2,4,2,54,53000,90000
28Feb2019 0:00:00,00000000021070,1,0,1,0,1,3,1,4,5,56,51000,205000
28Feb2019 0:00:00,00000000796596,1,1,1,0,0,2,0,6,3,75,67000,214000
30Nov2018 0:00:00,00000000823399,0,1,0,1,0,2,2,5,1,64,69000,88000
31Oct2018 0:00:00,00000000917198,0,1,1,0,1,3,0,6,1,28,53000,53000
31Mar2018 0:00:00,00000000845857,1,0,1,0,0,6,0,2,1,64,46000,145000
30Apr2018 0:00:00,00000000716853,1,0,1,0,0,3,0,5,2,62,48000,75000
30Apr2018 0:00:00,00000000808409,0,1,1,0,0,4,2,4,3,59,78000,92000
30Apr2018 0:00:00,00000000107439,1,1,1,0,0,1,0,4,1,60,45000,155000
30Jun2018 0:00:00,00000000797226,1,1,1,0,0,1,1,4,3,63,74000,121000
31Mar2018 0:00:00,00000000664300,0,1,0,0,1,3,4,6,5,50,58000,103000
31Mar2018 0:00:00,00000000360818,0,1,1,1,1,3,2,5,1,29,65000,93000
31Oct2018 0:00:00,00000000906803,0,1,1,0,0,2,5,4,5,55,55000,150000
31Jan2019 0:00:00,00000000682093,0,1,1,1,1,3,4,6,1,37,57000,196000
30Nov2018 0:00:00,00000000924383,0,0,0,0,1,6,0,1,3,28,58000,103000
31Oct2018 0:00:00,00000000618333,1,1,1,0,0,2,0,4,5,28,49000,137000
31Dec2018 0:00:00,00000000480634,1,1,1,0,0,1,0,5,1,54,48000,48000
30Jun2018 0:00:00,00000000925024,1,0,1,0,0,2,4,3,1,50,84000,84000
28Feb2019 0:00:00,00000000559903,1,0,1,0,0,3,0,5,4,47,24000,176000
28Feb2019 0:00:00,00000000827860,1,1,0,1,0,1,1,5,1,79,55000,125000
31Jul2018 0:00:00,00000000911717,1,0,0,0,1,2,0,6,3,27,59000,184000
31Jan2019 0:00:00,00000000911189,1,1,1,1,0,2,1,6,1,34,84000,84000
31Mar2018 0:00:00,00000000523630,0,1,1,1,0,3,4,5,2,31,66000,66000
31May2018 0:00:00,00000000325111,0,1,1,1,0,2,2,2,1,25,41000,76000
30Sep2018 0:00:00,00000000970777,1,1,0,0,0,1,0,1,2,67,114000,114000
31Aug2018 0:00:00,00000000951644,0,1,0,0,0,2,0,4,3,40,24000,94000
31Jan2019 0:00:00,00000000991854,0,1,1,0,0,2,2,6,5,44,82000,82000
31Aug2018 0:00:00,00000000789171,1,1,0,0,0,2,0,2,1,45,93000,149000
31Jan2019 0:00:00,00000000873038,1,1,1,0,0,2,0,5,4,53,99000,218000
30Sep2018 0:00:00,00000000812136,0,1,1,1,0,2,3,2,1,51,60000,159000
31Jul2018 0:00:00,00000000967365,0,1,1,0,0,4,4,3,4,78,68000,153000
31Mar2018 0:00:00,00000000783362,0,1,0,0,1,3,0,1,4,61,56000,56000
31Oct2018 0:00:00,00000000493904,1,0,1,0,0,2,0,1,1,48,35000,134000
31Aug2018 0:00:00,00000000992318,0,0,0,0,1,6,0,6,4,44,30000,108000
31May2018 0:00:00,00000000916884,1,1,1,0,1,1,2,3,4,53,89000,103000
31Oct2018 0:00:00,00000000342788,1,1,0,1,0,2,2,4,1,58,47000,106000
30Nov2018 0:00:00,00000000494680,0,1,0,1,0,4,2,6,5,56,63000,63000
31Mar2018 0:00:00,00000000959043,1,1,1,0,0,3,2,4,1,45,52000,52000
30Apr2018 0:00:00,00000000778122,0,1,1,0,0,2,0,1,3,35,31000,289000
31Jan2019 0:00:00,00000000932881,1,0,0,0,0,2,3,2,4,70,64000,107000
31Jan2019 0:00:00,00000000114954,0,0,1,0,0,1,0,5,2,59,61000,89000
30Apr2018 0:00:00,00000000951169,0,1,0,0,0,2,0,6,1,26,36000,171000
31Oct2018 0:00:00,00000000795865,0,1,1,1,1,2,4,6,3,57,75000,180000
31Aug2018 0:00:00,00000000903917,1,1,1,0,1,6,0,1,4,36,51000,51000
31Aug2018 0:00:00,00000000800890,1,0,1,0,0,2,0,5,1,27,101000,143000
30Sep2018 0:00:00,00000000946352,0,1,1,0,0,3,0,2,4,49,61000,61000
31Mar2019 0:00:00,00000000865156,1,1,1,1,1,6,4,6,4,52,96000,96000
31Oct2018 0:00:00,00000000941469,1,1,0,1,0,1,5,2,4,54,65000,209000
30Sep2018 0:00:00,00000000113897,1,0,1,0,0,3,0,6,3,53,72000,72000
31Mar2019 0:00:00,00000000968842,0,1,0,0,0,6,0,1,1,29,37000,97000
30Nov2018 0:00:00,00000000870808,1,1,0,0,0,1,0,6,2,28,78000,78000
30Apr2018 0:00:00,00000000922757,0,0,0,0,1,2,0,1,4,40,84000,179000
30Jun2018 0:00:00,00000000440111,1,0,1,0,1,3,0,6,5,47,35000,174000
31Mar2018 0:00:00,00000000638876,1,0,1,1,1,3,2,6,4,70,40000,87000
31May2018 0:00:00,00000000950841,1,1,1,1,1,3,1,6,5,37,92000,205000
31Jan2019 0:00:00,00000000954882,0,0,1,0,0,2,2,6,4,43,15000,170000
31May2018 0:00:00,00000000975736,0,0,0,1,0,3,1,6,4,49,67000,161000
31Oct2018 0:00:00,00000000833299,0,1,1,0,0,6,0,6,2,70,84000,122000
30Jun2018 0:00:00,00000000792168,1,1,1,0,1,6,0,6,1,62,60000,60000
30Nov2018 0:00:00,00000000698043,1,1,1,0,0,2,0,6,3,40,66000,222000
31Aug2018 0:00:00,00000000942213,1,0,1,0,0,5,0,1,4,82,67000,67000
28Feb2019 0:00:00,00000000839864,0,1,1,0,1,1,0,1,3,58,59000,84000
30Apr2018 0:00:00,00000000897391,1,1,1,0,1,1,0,3,1,77,63000,63000
31Oct2018 0:00:00,00000000955060,0,1,1,0,1,2,0,5,4,79,43000,43000
31Oct2018 0:00:00,00000000961083,1,0,1,1,0,2,5,6,1,43,25000,25000
28Feb2019 0:00:00,00000000983235,1,0,1,0,1,6,1,2,4,31,45000,125000
31Jan2019 0:00:00,00000000847938,0,1,1,0,1,2,4,6,1,38,101000,101000
31May2018 0:00:00,00000000048599,1,1,1,0,0,2,0,3,1,22,35000,232000
31May2018 0:00:00,00000000879002,1,1,0,0,0,1,0,4,1,50,44000,44000
31Mar2018 0:00:00,00000000816856,0,1,1,0,1,3,3,1,3,37,69000,107000
31Mar2018 0:00:00,00000000633621,0,1,1,1,0,6,4,4,1,32,54000,201000
30Sep2018 0:00:00,00000000770580,1,1,1,0,1,3,0,4,1,19,69000,152000
31May2018 0:00:00,00000000505338,0,1,0,0,0,3,0,5,5,999,82000,233000
31Jan2019 0:00:00,00000000516158,0,1,0,0,1,1,0,6,1,49,79000,215000
31Mar2019 0:00:00,00000000960271,0,1,1,1,0,1,2,5,1,54,62000,89000
31Jul2018 0:00:00,00000000962420,1,0,1,1,0,1,2,1,1,38,37000,37000
31Jul2018 0:00:00,00000000871589,1,0,1,1,0,3,2,5,1,25,34000,111000
31Mar2018 0:00:00,00000000883142,1,1,1,0,0,2,1,5,3,52,94000,154000
30Sep2018 0:00:00,00000000774853,0,1,1,0,0,2,0,3,1,39,95000,95000
31May2018 0:00:00,00000000931747,0,1,1,1,0,2,3,2,3,32,64000,94000
30Sep2018 0:00:00,00000000975585,0,1,1,0,1,6,0,6,4,65,72000,153000
30Sep2018 0:00:00,00000000912917,0,1,1,0,0,1,2,1,2,27,59000,59000
30Apr2018 0:00:00,00000000672040,0,1,1,0,0,1,0,4,4,41,66000,113000
31Jan2019 0:00:00,00000000547377,1,1,1,0,0,1,0,1,3,27,53000,91000
31Aug2018 0:00:00,00000000841218,0,1,0,0,0,2,0,6,4,36,84000,84000
31Oct2018 0:00:00,00000000749372,0,1,1,0,0,6,0,1,5,56,56000,161000
30Apr2018 0:00:00,00000000954070,1,1,0,0,0,6,4,4,1,64,60000,90000
31Jan2019 0:00:00,00000000972959,0,1,0,0,1,1,3,6,2,37,67000,314000
31Dec2018 0:00:00,00000000974142,0,0,0,1,1,4,2,4,3,44,79000,138000
31Mar2018 0:00:00,00000000878795,1,0,1,0,1,3,0,4,2,45,54000,54000
31May2018 0:00:00,00000000830497,0,0,1,0,0,4,0,6,4,25,41000,144000
31May2018 0:00:00,00000000975044,1,0,1,0,1,1,0,1,3,57,51000,79000
30Nov2018 0:00:00,00000000848569,0,1,1,0,0,2,0,1,2,47,30000,44000
31Jan2019 0:00:00,00000000845001,0,1,1,1,1,6,3,6,4,69,69000,251000
31Aug2018 0:00:00,00000000380407,0,0,1,1,0,4,2,5,2,28,63000,105000
31Aug2018 0:00:00,00000000824236,1,1,1,0,0,6,0,1,2,30,73000,73000
30Apr2018 0:00:00,00000000849711,1,0,1,0,0,4,0,6,1,50,47000,111000
30Sep2018 0:00:00,00000000910836,1,1,0,0,0,2,6,6,3,44,64000,246000
30Apr2018 0:00:00,00000000803376,0,1,0,0,0,2,0,4,4,56,70000,70000
31Aug2018 0:00:00,00000000959592,1,1,0,0,0,2,0,6,2,55,59000,70000
30Nov2018 0:00:00,00000000941223,1,0,1,0,0,3,5,1,3,60,77000,121000
31May2018 0:00:00,00000000919946,0,0,0,0,0,1,0,4,2,25,48000,62000
31Mar2019 0:00:00,00000000974573,0,0,1,0,0,5,1,1,4,47,86000,86000
30Sep2018 0:00:00,00000000700586,1,1,1,0,1,1,0,5,1,49,78000,121000
31Oct2018 0:00:00,00000000956462,0,1,1,0,0,4,0,6,3,25,53000,151000
31Mar2019 0:00:00,00000000592004,0,1,1,0,0,2,3,2,4,62,50000,50000
30Sep2018 0:00:00,00000000944545,1,0,1,0,1,2,0,4,3,32,80000,80000
31Mar2018 0:00:00,00000000948733,0,1,1,1,0,1,2,4,2,26,65000,285000
31Aug2018 0:00:00,00000000922022,1,1,1,0,0,1,0,5,4,55,69000,303000
30Jun2018 0:00:00,00000000121569,1,1,0,0,1,2,0,6,1,25,103000,322000
30Jun2018 0:00:00,00000000824517,1,1,1,0,0,6,0,6,3,80,10000,171000
31Mar2019 0:00:00,00000000005175,0,1,1,1,1,1,2,5,1,55,52000,208000
31May2018 0:00:00,00000000975340,1,1,0,1,0,2,2,6,4,29,62000,92000
30Apr2018 0:00:00,00000000970639,1,1,0,1,1,4,2,6,1,27,60000,225000
31Mar2019 0:00:00,00000000230666,0,1,0,1,0,6,2,4,5,28,74000,180000
30Jun2018 0:00:00,00000000664512,1,1,1,0,0,6,0,3,3,57,57000,187000
30Apr2018 0:00:00,00000000983822,0,1,1,1,0,2,2,4,1,35,57000,57000
30Jun2018 0:00:00,00000000976126,0,0,0,0,1,6,0,4,4,44,54000,189000
31Aug2018 0:00:00,00000000826758,1,1,1,0,1,3,0,5,1,31,60000,60000
30Apr2018 0:00:00,00000000950920,1,1,1,0,0,4,0,3,5,67,35000,128000
31Jul2018 0:00:00,00000000992896,0,1,0,1,0,2,3,3,4,33,40000,178000
30Sep2018 0:00:00,00000000062436,0,1,1,0,1,1,0,6,1,70,32000,42000
31Mar2019 0:00:00,00000000979373,0,1,0,0,1,1,0,1,5,54,78000,78000
31Oct2018 0:00:00,00000000892651,0,1,0,0,0,6,0,5,1,41,59000,61000
31Mar2019 0:00:00,00000000941077,0,0,1,1,0,1,7,4,1,50,60000,60000
31Jan2019 0:00:00,00000000817198,0,0,1,0,0,2,0,6,1,52,43000,225000
31Mar2018 0:00:00,00000000976304,1,0,1,0,1,6,0,4,2,29,85000,321000
28Feb2019 0:00:00,00000000424537,0,1,0,0,0,3,0,3,3,34,40000,42000
31May2018 0:00:00,00000000974951,1,1,0,0,0,2,0,5,1,52,85000,85000
31Jan2019 0:00:00,00000000756279,1,1,1,0,0,2,4,6,2,39,64000,92000
31Dec2018 0:00:00,00000000447898,1,1,1,0,0,4,0,3,2,55,74000,83000
31May2018 0:00:00,00000000367939,1,1,1,0,1,2,0,4,5,37,71000,71000
31Dec2018 0:00:00,00000000843157,1,1,1,0,0,6,0,6,4,63,71000,147000
31Oct2018 0:00:00,00000000842277,1,1,1,0,0,5,1,4,2,58,81000,153000
31May2018 0:00:00,00000000391773,1,1,0,1,0,1,1,6,5,22,94000,174000
31Oct2018 0:00:00,00000000908083,1,0,0,0,1,1,3,6,4,35,53000,258000
31Jan2019 0:00:00,00000000974792,1,1,1,0,1,1,0,4,4,47,67000,293000
30Jun2018 0:00:00,00000000557769,1,0,1,0,1,2,0,6,5,46,45000,203000
31Dec2018 0:00:00,00000000970212,1,1,1,0,1,1,0,4,1,63,31000,54000
30Nov2018 0:00:00,00000000845607,0,1,1,1,0,1,2,4,5,59,58000,172000
31Mar2019 0:00:00,00000000986937,1,0,1,1,0,1,3,3,4,66,96000,116000
31Jul2018 0:00:00,00000000848026,1,1,0,0,0,2,0,6,4,60,82000,223000
30Sep2018 0:00:00,00000000628494,0,1,1,0,1,2,0,4,1,64,79000,200000
30Apr2018 0:00:00,00000000947005,0,1,1,0,0,2,0,1,1,30,65000,65000
31Jan2019 0:00:00,00000000993732,0,0,1,0,0,5,1,4,1,54,52000,94000
28Feb2019 0:00:00,00000000893797,1,1,0,0,0,2,0,3,1,61,102000,133000
31Oct2018 0:00:00,00000000993333,1,0,1,0,1,1,0,6,1,33,59000,208000
30Sep2018 0:00:00,00000000020534,1,1,1,0,0,4,0,6,1,68,79000,79000
31Jul2018 0:00:00,00000000600903,0,1,1,0,0,2,0,4,1,29,40000,108000
30Sep2018 0:00:00,00000000075217,0,1,0,0,0,3,0,4,3,59,91000,91000
31Mar2019 0:00:00,00000000951964,1,1,0,1,0,2,6,4,4,48,88000,159000
31May2018 0:00:00,00000000489695,0,0,1,0,0,1,0,3,5,56,43000,179000
31May2018 0:00:00,00000000936497,1,1,1,0,0,5,0,3,5,70,34000,243000
30Apr2018 0:00:00,00000000767699,1,1,0,0,0,2,0,5,2,59,60000,60000
31Mar2018 0:00:00,00000000157951,0,1,0,1,0,2,4,1,4,70,82000,114000
30Jun2018 0:00:00,00000000708937,0,1,0,0,0,2,0,6,5,70,36000,142000
31Aug2018 0:00:00,00000000904728,1,0,0,0,0,1,0,2,3,35,85000,85000
31Jul2018 0:00:00,00000000876024,0,1,0,0,0,2,1,3,4,19,67000,246000
31Mar2019 0:00:00,00000000020810,0,1,1,0,1,6,0,6,4,29,98000,209000
30Apr2018 0:00:00,00000000864805,1,1,1,0,0,6,0,1,3,39,58000,141000
31Dec2018 0:00:00,00000000688114,0,1,1,1,0,2,1,3,2,61,70000,295000
31Oct2018 0:00:00,00000000698396,1,1,1,1,0,3,2,4,1,73,73000,282000
31Jan2019 0:00:00,00000000934384,1,1,1,0,1,2,0,4,5,61,42000,132000
31Jul2018 0:00:00,00000000973139,0,1,1,0,0,1,0,4,5,59,55000,55000
31Aug2018 0:00:00,00000000767582,0,1,0,1,0,1,2,6,5,30,34000,114000
31Jan2019 0:00:00,00000000842301,1,0,0,1,1,3,1,5,3,35,34000,68000
31Jan2019 0:00:00,00000000982821,1,1,1,0,1,5,0,6,3,67,62000,137000
31May2018 0:00:00,00000000965873,0,0,1,0,0,3,0,5,1,57,64000,64000
31Dec2018 0:00:00,00000000810510,0,0,1,0,0,1,0,6,1,39,77000,152000
30Nov2018 0:00:00,00000000969685,0,1,0,0,0,1,0,2,2,69,74000,74000
30Apr2018 0:00:00,00000000866494,0,1,1,0,1,2,0,3,1,67,70000,148000
31May2018 0:00:00,00000000407799,1,1,0,0,0,2,4,1,4,60,36000,71000
30Apr2018 0:00:00,00000000965507,1,0,1,0,0,1,1,6,1,47,77000,202000
31Mar2019 0:00:00,00000000956239,1,0,1,0,0,3,0,6,1,53,104000,104000
31Mar2019 0:00:00,00000000009253,0,1,1,1,0,3,1,6,1,46,49000,49000
31Mar2019 0:00:00,00000000867176,0,1,1,0,1,1,0,2,4,88,70000,70000
30Jun2018 0:00:00,00000000617158,1,1,0,0,0,5,0,5,4,48,85000,190000
31May2018 0:00:00,00000000934945,1,0,0,1,0,1,3,6,2,41,96000,101000
31Mar2019 0:00:00,00000000469392,0,1,1,0,0,2,0,3,3,21,44000,44000
30Jun2018 0:00:00,00000000929840,0,0,0,1,0,3,4,3,4,60,57000,125000
30Nov2018 0:00:00,00000000777221,1,1,1,1,0,4,3,4,3,30,40000,91000
31Mar2019 0:00:00,00000000992629,0,1,1,1,0,4,1,4,1,46,13000,158000
31Aug2018 0:00:00,00000000772170,1,1,1,0,0,2,2,6,5,74,50000,185000
30Jun2018 0:00:00,00000000941986,0,0,0,0,0,2,0,3,5,24,47000,199000
28Feb2019 0:00:00,00000000978434,0,1,1,0,1,2,0,3,2,74,101000,101000
31Jul2018 0:00:00,00000000570114,1,1,1,1,0,3,1,5,3,81,75000,174000
30Jun2018 0:00:00,00000000636374,1,1,1,0,0,3,0,5,1,43,81000,128000
31Mar2019 0:00:00,00000000981681,1,1,0,0,0,2,2,6,4,54,45000,289000
30Jun2018 0:00:00,00000000987580,0,1,0,0,0,2,1,4,2,36,59000,124000
31Dec2018 0:00:00,00000000908702,0,1,1,0,0,2,0,6,2,55,48000,48000
30Sep2018 0:00:00,00000000971522,0,1,1,0,1,2,0,6,3,78,75000,75000
31Jan2019 0:00:00,00000000902517,1,1,0,0,0,2,2,6,1,999,52000,52000
30Apr2018 0:00:00,00000000777239,1,1,0,0,0,2,0,5,1,64,59000,59000
31Jul2018 0:00:00,00000000845035,0,1,1,0,0,1,0,5,2,53,26000,51000
30Nov2018 0:00:00,00000000648456,1,1,1,0,0,2,0,6,1,66,38000,173000
31Mar2018 0:00:00,00000000833817,1,1,0,0,1,2,0,6,5,66,69000,92000
31Jan2019 0:00:00,00000000939191,1,1,1,0,1,1,0,1,4,71,64000,245000
30Sep2018 0:00:00,00000000752327,1,1,1,0,0,2,2,6,1,65,53000,140000
31Oct2018 0:00:00,00000000797360,0,0,1,0,0,3,0,3,1,75,71000,71000
30Nov2018 0:00:00,00000000886001,1,1,0,0,0,3,0,5,4,49,43000,93000
30Apr2018 0:00:00,00000000713464,1,1,1,1,1,4,3,5,5,59,14000,61000
30Jun2018 0:00:00,00000000647583,0,1,1,0,0,5,0,5,3,82,71000,71000
31May2018 0:00:00,00000000894434,1,1,0,1,1,1,2,6,4,26,102000,102000
30Apr2018 0:00:00,00000000950950,1,1,0,1,0,1,4,5,1,45,45000,72000
31Dec2018 0:00:00,00000000097333,1,1,1,0,0,2,0,4,1,75,90000,185000
28Feb2019 0:00:00,00000000927776,0,1,1,0,0,2,0,6,1,20,123000,148000
30Sep2018 0:00:00,00000000865452,1,0,0,0,0,4,0,6,5,46,52000,249000
31May2018 0:00:00,00000000896936,1,0,1,0,0,2,0,5,3,36,62000,62000
31Dec2018 0:00:00,00000000811620,0,1,1,1,1,3,2,3,5,28,58000,137000
30Nov2018 0:00:00,00000000738811,1,1,0,0,0,2,0,6,4,26,49000,238000
31Dec2018 0:00:00,00000000974489,1,1,0,0,0,1,0,5,5,65,60000,60000
31Jul2018 0:00:00,00000000923731,1,1,1,0,0,2,3,1,1,69,86000,230000
31Aug2018 0:00:00,00000000986968,1,1,0,0,0,3,0,6,4,66,59000,156000
31Jan2019 0:00:00,00000000815096,1,1,1,0,0,1,0,6,2,999,55000,125000
30Sep2018 0:00:00,00000000928783,0,1,1,0,1,1,3,4,4,52,69000,303000
31Oct2018 0:00:00,00000000836991,1,1,1,0,0,2,0,4,1,33,64000,123000
31Jan2019 0:00:00,00000000965600,1,0,0,1,0,2,3,5,3,30,58000,108000
28Feb2019 0:00:00,00000000994438,0,1,1,0,1,2,2,6,4,66,73000,203000
30Sep2018 0:00:00,00000000757817,1,1,1,0,0,3,0,3,5,64,62000,139000
31Jul2018 0:00:00,00000000507924,1,1,0,0,0,2,2,5,5,66,68000,176000
31Mar2019 0:00:00,00000000894199,0,1,1,1,1,2,3,6,1,51,66000,134000
31Aug2018 0:00:00,00000000920354,1,1,0,0,1,3,1,5,3,63,60000,60000
30Sep2018 0:00:00,00000000968626,0,0,0,0,0,2,1,4,1,52,85000,245000
31Jan2019 0:00:00,00000000774875,1,1,1,0,1,2,0,6,1,58,72000,118000
30Jun2018 0:00:00,00000000778223,1,1,1,0,1,3,0,3,1,26,34000,95000
31Jan2019 0:00:00,00000000956261,1,1,1,1,1,2,2,5,2,62,73000,73000
30Nov2018 0:00:00,00000000833978,0,1,0,0,1,2,0,1,1,41,45000,45000
28Feb2019 0:00:00,00000000736882,1,1,0,0,0,2,3,1,3,51,60000,181000
31Oct2018 0:00:00,00000000123446,1,1,1,0,0,3,0,5,5,60,87000,87000
30Nov2018 0:00:00,00000000964024,0,1,1,1,1,1,2,3,1,27,47000,201000
31Dec2018 0:00:00,00000000819929,0,0,1,0,0,5,0,2,1,52,48000,178000
30Nov2018 0:00:00,00000000860011,1,1,0,0,1,3,0,3,2,57,46000,236000
31Oct2018 0:00:00,00000000324918,1,1,1,0,1,1,0,6,1,33,63000,144000
28Feb2019 0:00:00,00000000960067,1,0,0,0,0,5,1,1,1,78,61000,148000
31Oct2018 0:00:00,00000000901033,1,1,0,0,0,2,0,6,1,62,40000,68000
31Jan2019 0:00:00,00000000311417,1,1,1,0,0,3,0,5,1,75,53000,171000
28Feb2019 0:00:00,00000000962019,1,0,1,1,1,2,1,3,3,41,24000,284000
31Dec2018 0:00:00,00000000903435,1,0,0,0,0,2,1,6,5,75,82000,105000
31Jul2018 0:00:00,00000000949645,0,1,1,0,0,1,0,6,1,38,15000,73000
31Jul2018 0:00:00,00000000979626,0,1,1,0,0,2,5,2,3,36,57000,58000
30Apr2018 0:00:00,00000000986297,0,1,1,0,0,2,0,6,5,64,78000,237000
30Sep2018 0:00:00,00000000901219,0,1,1,0,1,4,2,3,3,69,93000,102000
31Jan2019 0:00:00,00000000966825,1,1,0,0,0,6,0,1,5,59,75000,75000
31May2018 0:00:00,00000000989344,1,0,0,0,0,5,0,6,2,48,68000,196000
